pub_ID,pub_name,pub_town
12322,The Bell Inn,Shurdington
12325,Sup & Chow,Cheltenham
12329,The Cheese Rollers,Shurdington
12332,Clock Tower,Charlton Kings
12333,Coach & Horses,Bourton-on-the-Water
12334,Corner Cupboard Inn,Winchcombe
12336,Cotswold Inn,Cheltenham
12342,Duke of Wellington,Bourton-on-the-Water
12344,The Exmouth Arms,Cheltenham
12352,The Gloucester Old Spot,Elmstone Hardwicke
12354,The Green Dragon Inn,Cowley
12356,Halfway House,Kineton
12360,Hare & Hounds,Chedworth
12362,The Ridge,Cheltenham
12363,The Hewlett Arms,Cheltenham
12365,Highwayman Inn,Elkstone
12372,House in the Tree,Staverton
12375,The Jolly Brewmaster,Cheltenham
12377,The Kemble Brewery,Cheltenham
12378,Kings Arms,Cheltenham
12379,The Kings Head,Bishops Cleeve
1238,The Cricketers,Caddington
12384,London Inn,Charlton Kings
12387,The Merryfellow,Charlton Kings
12389,The Midland Inn,Cheltenham
12394,The Mousetrap Inn,Bourton-on-the-Water
12395,The National Hunt,Benhall
12399,The Norwood Arms,Cheltenham
12400,The Old Manse Hotel,Bourton-on-the-Water
12401,The Old Stocks Inn,Stow On The Wold
12405,Tivoli,Cheltenham
12406,The Plaisterers Arms,Winchcombe
12407,The Plough Inn,Ford
12412,The Prom Vaults,Cheltenham
12414,Queens Head Inn,Stow On The Wold
12415,Queens Hotel,Cheltenham
12417,The Railway,Cheltenham
12421,The Old Restoration,Cheltenham
12422,The Rotunda,Cheltenham
12423,The Royal,Charlton Kings
12424,Royal Oak,Bishops Cleeve
12425,The Royal Oak,Gretton
12428,Royal Union,Cheltenham
12429,The Tavern,Cheltenham
1243,Velvet Lounge,Luton
12434,Seven Tuns Inn,Chedworth
12435,Shamrock,Cheltenham
12437,The Shutters Inn,Gotherington
12438,Whittle Taps,Cheltenham
12439,Somerset Arms,Cheltenham
12441,St Georges Vaults,Cheltenham
12442,The Bottle of Sauce,Cheltenham
12446,Sudeley Arms,Cheltenham
12447,Suffolk Arms,Cheltenham
12449,The Swallow Inn,Bishops Cleeve
1245,The Four Horseshoes,Luton
12450,Tailors,Cheltenham
12451,Talbot,Stow On The Wold
12456,The George Hotel,Cheltenham
12458,The Lion Inn,Winchcombe
12459,The Porch House,Stow On The Wold
1246,The Fox,Darley
12460,The White Hart Inn,Winchcombe
12461,White Hart,Stow On The Wold
12464,Soho Bar,Cheltenham
12466,The Umbrella,Hester's Way
12468,The Slaughters Inn,Lower Slaughter
12469,The Wheatsheaf Inn,Cheltenham
12470,All Bar One,Cheltenham
12472,Circus Bar,Cheltenham
12476,Yates's,Cheltenham
12478,The Butchers Arms,Mickleton
1248,The Frog & Rhubarb,Slip End
12480,Eight Bells Inn,Chipping Campden
12481,Kings Hotel,Chipping Campden
12482,The Kings Arms,Mickleton
12483,Lygon Arms Hotel,Chipping Campden
12484,Noel Arms Hotel,Chipping Campden
12485,Red Lion Inn,Chipping Campden
12488,Volunteer Inn,Chipping Campden
1249,The Gardeners Call,Luton
1250,The Globe,Luton
12506,The Bear Inn,Cirencester
12507,The Black Horse,Cirencester
12508,The Brewers Arms,Cirencester
12509,Catherine Wheel,Bibury
1251,The Great Northern,Luton
12511,The Drillmans Arms,Cirencester
12512,The Eliot Arms,South Cerney
12513,The Falcon Inn,Poulton
12515,The Fleece at Cirencester,Cirencester
12517,Golden Cross Inn,Cirencester
12518,Golden Farm Inn,Cirencester
12519,The Greyhound,Siddington
12521,Keepers Arms,Quenington
12522,Kings Head Hotel,Cirencester
12524,The Marlborough Arms,Cirencester
12525,The Masons Arms,Meysey Hampton
12526,The Nelson Inn,Cirencester
12528,The Old George Inn,South Cerney
12529,Plough Inn,Cirencester
12530,The Bees Knees,Cirencester
12534,The Royal Oak,South Cerney
12539,The Thames Head Inn,Kemble
12540,The New Inn,Coln St. Aldwyns
12541,Somewhere Else ,Cirencester
12542,The Twelve Bells,Cirencester
12544,The Wheatsheaf Inn,Cirencester
12546,Angel Hotel,Coleford
12547,Bells Hotel,Coleford
1255,The Hansom Cab,Luton
12550,Butchers Arms,Clearwell
12551,The Crown Inn,Coleford
12552,The Feathers,Coleford
12554,The Globe Inn,Berry Hill
12558,Old White Hart Inn,Coleford
12560,Gamekeepers Inn,Five Acres
12563,The Tufthorn Inn,Coleford
12565,Hearts of Oak,Drybrook
12567,The Rose In Hand,Drybrook
12568,Berkeley Arms,Dursley
12569,The Black Horse Inn,North Nibley
12570,Old Fox,Coaley
12571,The Kings Head,Dursley
12573,The Kingshill (Ranchers),Dursley
12574,The New Inn,Dursley
12575,The New Inn,North Nibley
12576,Ye Olde Dursley Hotel,Dursley
12577,The Old Crown Inn,Uley
12578,Old Spot Inn,Dursley
12579,Hoggies,Dursley
12580,Railway Inn,Dursley
12582,Beauchamp Arms,Dymock
12586,Bull Hotel,Fairford
12588,Eight Bells Inn,Fairford
12589,Marlborough Arms,Fairford
12591,The Plough Inn,Fairford
12592,The Railway Inn,Fairford
12593,The Victoria Inn,Eastleach
12595,Air Balloon,Birdlip
12598,Baker Street,Gloucester
126,Prince of Wales,Peasedown St. John
1260,Jolly Topers,Luton
12600,Old Elm,Churchdown
12602,The Bell Inn,Frampton On Severn
12605,The Boat Inn,Ashleworth
12609,Butlers,Gloucester
12613,Coach & Horses,Gloucester
12614,Coalhouse Inn,Apperley
12616,The Pelican Inn,Gloucester
12620,Toby Carvery Brockworth,Brockworth
12621,Queen's,Gloucester
12623,Cross Keys Inn,Gloucester
12625,The Dean's Walk Inn,Gloucester
1263,The King William IV,Cockernhoe
12633,The Fountain Inn,Gloucester
12634,Fagin's,Brookthorpe
12635,The Fox & Elm,Gloucester
12638,The Glevum Inn,Gloucester
1264,The California Inn,Luton
12640,Robert Raikes's House,Gloucester
12641,The Treddy,Gloucester
12642,Great Western,Gloucester
12644,The Butchers Arms,Eldersfield
12645,The Greyhound,Gloucester
12646,Hare & Hounds,Gloucester
12648,Imperial Inn,Gloucester
12652,King Edward VII,Gloucester
12653,The Abbey,Gloucester
12654,The New Dawn Inn,Norton
12655,The Kings Head,Gloucester
12656,The Kingsholm Inn,Gloucester
12657,The Linden Tree,Gloucester
12661,The Nelson Inn,Gloucester
12663,The New Inn,Gloucester
12667,Northend Vaults,Gloucester
1267,The Lilley Arms,Lilley
12670,The Old Crown,Gloucester
12672,One Eyed Jacks,Gloucester
12673,Pike & Musket Inn,Gloucester
12674,The Pilot Inn,Hardwicke
12675,Plough Inn,Gloucester
12680,Queens Head,Gloucester
12681,Queens Head,Gloucester
12682,The Red Lion,Norton
12685,The Regal (JD Wetherspoon),Gloucester
12686,The Ridge & Furrow,Gloucester
12690,The Rose & Crown,Redmarley
12691,The Royal Exchange Inn,Hartpury
12695,Swan Inn,Staunton
12696,The Sword Inn,Gloucester
12697,The Tall Ship,Gloucester
1270,Alfie's Bar,Luton
12701,Tudor Arms,Slimbridge
12702,The Oakwood,Twigworth
12703,The Three Horseshoes,Frampton On Severn
12704,Three Oaks,Gloucester
12705,The Turmut Hoer,Gloucester
12707,The Victoria,Gloucester
12709,Wagon and Horses,Gloucester
12710,Coal,Gloucester
12711,Watersmeet,Hartpury
12713,Station,Gloucester
12715,Teagues (The White Hart),Gloucester
12717,Whitesmiths Arms,Gloucester
12721,The Crown Inn,Lechlade
12722,The New Inn Hotel,Lechlade
12724,Riverside,Lechlade
12726,The Swan,Lechlade
12728,Trout Inn,Lechlade
12729,Farmers Boy Inn,Longhope
12730,The Glasshouse Inn,May Hill
12732,The Yew Tree Inn,Longhope
12734,Forge Hammer Inn,Lydbrook
12736,Royal Spring Inn,Joy's Green
12738,Amigos,Lydney
12739,Bailey Inn,Yorkley
12742,Cross Keys Inn,Lydney
12745,The George Inn,Aylburton
12747,The Greyhound,Lydney
1275,Bar Eireann,Luton
12750,Rising Sun Inn,Parkend
12751,The Rising Sun,Woolaston
12752,Severn View Inn,Lydney
12753,The Swan Hotel,Lydney
12759,White Horse Hotel,Mitcheldean
1276,The Exchange,Luton
12760,The Bell Inn,Moreton-In-Marsh
12761,Black Bear Inn,Moreton-In-Marsh
12763,The Crown Inn,Blockley
12764,The Great Western Arms,Blockley
12765,Inn on the Marsh,Moreton-In-Marsh
12767,Redesdale Arms Hotel,Moreton-In-Marsh
12777,The Railway Inn,Newnham
12782,The Malt Shovel Inn,Ruardean
12784,The Globe Inn,Stonehouse
12785,The King's Head House,Eastington
12786,The Kings Head,Kings Stanley
12787,Rose & Crown,Nympsfield
12790,The White Hart Inn,Leonard Stanley
12791,The Woolpack Inn,Stonehouse
12792,The Bear Inn,Bisley
12793,The Hog,Horsley
12794,The Bell Inn,Selsley
12796,The Britannia ,Nailsworth
12797,The Bowbridge Arms,Stroud
12798,The Clothiers Arms,Stroud
12799,Coach & Horses Inn,Stroud
128,Pulteney Arms,Bath
1280,The Painters Arms,Luton
12800,Cross Hands Inn,Stroud
12801,Crown & Sceptre,Stroud
12804,The Duke of York,Stroud
12805,The Falcon Inn,Painswick
12808,The George Inn,Nailsworth
12809,The Golden Fleece,Stroud
12811,The Imperial,Stroud
12815,The Kings Head Inn,Kingscourt
12817,New Red Lion,Chalford
12818,The Old Crown,Stroud
12819,The Old Crown Inn,Stroud
12820,The Old Fleece Inn,Woodchester
12821,Old Lodge Inn,Minchinhampton
12823,Prince of Wales,Stroud
12824,The Queen Vic,Stroud
12826,The Ram Inn,Woodchester
12828,The Royal Oak,North Woodchester
12829,The Royal Oak Inn,Painswick
12830,The Ship Inn,Brimscombe
12832,The Stirrup Cup,Bisley
12835,Juniper Bar (Cotswolds88 Hotel),Painswick
12836,The Ragged Cot Inn,Stroud
12837,The Tipputs Inn,Horsley
12841,The Bell Inn,Avening
12842,Cat & Custard Pot Inn,Shipton Moyne
12843,Queen Matilda Tavern,Avening
12845,The Greyhound Inn,Tetbury
12846,Gumstool Inn,Calcot
12847,The Ormond,Tetbury
12849,Priory Inn Hotel,Tetbury
1285,The Crown,Luton
12850,Royal Oak Inn,Leighterton
12851,The Royal Oak,Tetbury
12853,Trouble House,Tetbury
12856,The Anchor,Tewkesbury
12857,Berkeley Arms,Tewkesbury
12859,The Canterbury Inn,Tewkesbury
1286,Red Lion Hotel,Luton
12860,The Crown Inn,Kemerton
12862,The Fleet Inn,Twyning
12863,Fox & Hounds,Bredon
12864,The Gardeners Arms,Alderton
12865,Gupshill Manor,Tewkesbury
12867,The Boathouse,Tewkesbury
12869,The Nottingham Arms,Tewkesbury
1287,The Red Lion,Upper Sundon
12870,Odessa Inn,Tewkesbury
12872,The Railway Inn,Ripple
12873,The Royal Hop Pole (JD Wetherspoon),Tewkesbury
12874,The Royal Oak Inn,Bredon
12878,The Bell Hotel,Tewkesbury
12879,The White Bear,Tewkesbury
12880,Tudor House Hotel,Tewkesbury
12881,The Village Inn,Twyning
12882,The Lyon Inn,Westbury-On-Severn
12885,Dinneywicks,Kingswood
12887,Gables Inn,Falfield
12888,The Huntsman Inn,Falfield
12889,Pear Tree,Charfield
12890,The Plough Inn,Charfield
12891,The Railway Tavern,Charfield
12892,Royal Oak Inn,Wotton-Under-Edge
12893,The Star Inn,Wotton-Under-Edge
12894,Swan Inn,Tytherington
12896,The Falcon Hotel,Wotton-Under-Edge
12897,The Fleece Inn,Hillesley
12898,The Swan Hotel,Wotton-Under-Edge
12900,The Abbey Lee,Oldham
12901,The Ace,Oldham
12905,The Angel Inn,Royton
12907,The Ashton Arms,Oldham
12911,The Black Horse Inn,Shaw
12913,The Black Horse,Oldham
12914,Blue Bell,Shaw
12917,Boat & Horses,Chadderton
12919,Boltmakers Rest,Oldham
1292,The Castle,Luton
12921,The Bowling Green Inn,Chadderton
12923,The Bridge Inn,Oldham
12924,The Bridgewater,Oldham
12926,The Britannia Inn,Oldham
12931,The Bulls Head,Delph
12933,The Carrion Crow,Oldham
12934,Carters Arms,Royton
12937,Last Orders,Oldham
12939,The Church Inn,Uppermill
12941,The Church,Oldham
12942,The Clarence,Greenfield
12944,Coach & Horses,Oldham
12950,Commercial Inn,Shaw
12953,Daisy Field Inn,Oldham
12954,Milan,Lees
12955,Diggle Hotel,Diggle
12957,Dog & Partridge Inn,Oldham
12958,Spice Tree,Oldham
1296,The Sportsman,Luton
12960,The Dog Inn,Chadderton
12962,Duke Of York,Royton
12965,Falconers,Oldham
12966,The Farmers Boy,Oldham
12967,The Farrars Arms,Grasscroft
1297,The Star,Chalton
12970,The Friendship Inn,Oldham
12971,The Front House,Lees
12977,The Granby Arms,Uppermill
12978,The Grapes,Lees
12984,Greyhound Inn,Royton
12987,The Haggate,Royton
12989,The Gate Inn,Diggle
12992,Hark to Topper,Oldham
12994,Hawthorne Inn,Oldham
12997,The Highfield,Oldham
12998,Buck & Union,Oldham
12999,The Honeywell Arms,Oldham
1300,The Sugar Loaf,Luton
13000,Hope & Anchor,Royton
13002,The Horse Shoe,Oldham
13004,Horton Arms,Chadderton
13006,Hunt Lane Tavern,Chadderton
13007,Whittles,Oldham
13010,Junction Inn,Denshaw
13012,The Junction Inn,Oldham
13013,The Famous King George,Oldham
13014,King William IV,Greenfield
13019,The Manor Inn,Oldham
13021,Minders Arms,Oldham
13022,Moorside Hotel,Oldham
13023,Morning Star,Shaw
13024,The Navigation Inn,Dobcross
13028,North Star,Shaw
13030,Old Bell Inn,Delph
13031,Old Bulls Head,Shaw
13037,Owd Tatts,Chadderton
13039,Park Inn,Shaw
1304,Flame,Luton
13041,Peels Arms,Lees
13043,The Pineapple,Shaw
13044,Pleasant Inn,Royton
1305,The Wheelwright Arms,Luton
13050,Printers Arms,Denshaw
13051,Puckersley Inn,Royton
13052,The Northgate,Oldham
13054,The Railway,Royton
13056,The Weavers Answer,Shaw
13063,The Rose Of Lancaster,Chadderton
13064,The Royal George,Greenfield
13067,Royal Oak Inn,Delph
13069,The Royal Oak,Oldham
13070,The Royal Oak,Oldham
13071,The Welcome Inn,Oldham
13072,The Shepherds Boy,Oldham
13074,The Spinners Arms,Lees
13078,The Springbank,Chadderton
1308,The Wigmore Arms,Luton
13081,Streetbridge Inn,Oldham
13082,The Crown,Chadderton
13083,Sun Mill Inn,Chadderton
13084,Swan Inn,Dobcross
13085,The Swan Inn,Delph
13089,Vamasaki,Grains Bar
13093,The Tommyfield,Oldham
13094,Top House,Lees
13096,The Blue Belle,Royton
13097,Turks Head,Royton
13100,The Waggon Inn,Uppermill
13102,Weavers Arms,Oldham
13105,The Wellington,Greenfield
13109,White Hart Inn,Oldham
13110,The White Hart,Royton
13111,White Lion Inn,Delph
13116,The Old Pint Pot,Salford
13117,Bee Hive Inn,Salford
13119,Black Lion Hotel,Salford
1312,Off The Wall,Luton
13125,The Church Inn,Salford
13127,Coach & Horses,Weaste
13132,The Dover,Salford
1314,The Bell,Sandy
13141,Royal Sovereign,Salford
13145,The Kings Arms,Salford
13152,The Palatine,Salford
13156,The Priory Arms,Salford
13158,Racecourse Hotel,Salford
13160,Salford Arms Hotel,Salford
13166,Union Tavern,Salford
13167,Waggon & Horses,Salford
1317,The Cock Inn,Gamlingay
13170,Welcome Inn,Salford
13175,Mytighar,Aldershot
13176,Alexandra Hotel,Aldershot
13180,The Crimea,Aldershot
13182,The Duke Of York,Aldershot
13183,The Garden Gate,Aldershot
13185,The George,Aldershot
13187,The Greyhound,Ash
13189,Victoria,Aldershot
1319,The Crown & Cushion,Great Gransden
13191,The Imperial Standard,Aldershot
13198,The Queen Hotel (JD Wetherspoon),Aldershot
132,Railway,Radstock
1320,The Duncombe Arms,Waresley
13201,The Red Lion,Aldershot
13206,The Royal Staff,Aldershot
13217,Bell Hotel,Alresford
13219,Alresford Cricketers,Alresford
1322,The George & Dragon,Potton
13220,Fox Inn,Bramdean
13221,The Globe,Alresford
13222,Hinton Arms,Cheriton
13223,The Horse & Groom,Alresford
13225,The Swan Hotel,Alresford
13226,The Woolpack Inn,Northington
13229,Castle of Comfort,Medstead
13231,Crown Hotel,Alton
13232,The George,Alton
13233,The Eight Bells,Alton
13234,French Horn,Alton
13237,The Greyfriar,Chawton
13238,The Hop Poles,Alton
13239,The Jolly Farmer,Blacknest
13241,Kings Head,Alton
13242,The Queens Head,Holybourne
13244,The Railway Arms,Alton
13246,Rose & Crown Inn,Upper Farringdon
13249,The Angel,Privett
13250,The Swan,Alton
13251,The Three Horseshoes,East Worldham
13252,The Wheatsheaf,Alton
13253,The White Hart,Holybourne
13254,White Horse,Alton
13257,The Angel,Andover
13258,Anton Arms,Andover
13264,Chestnut Tree,Andover
13265,The Crown Inn,Ludgershall
13268,Foresters Arms,Andover
13269,George & Dragon,Hurstbourne Tarrant
13270,The Globe,Andover
13271,Plush,Andover
13274,The Lardicake,Andover
13276,Poplar Farm,Little Ann
13277,The Queen Charlotte Inn,Andover
13278,Queens Head,Ludgershall
13279,The Malt House,Andover
1328,The Queens Head,Sandy
13281,The Swallow,Andover
13282,The Hawk Inn,Amport
13283,The Bourne Valley Inn,St. Mary Bourne
13285,Station Hotel,Andover
13286,Town Mills,Andover
13287,The White Hart,Andover
13289,Barley Mow,Oakley
13291,The Beacon,Basingstoke
13292,The Bolton Arms,Old Basing
13297,The Crown Inn,Old Basing
13298,Toby Carvery,Basingstoke
13299,Laarsen's,Basingstoke
1330,The Rising Sun,Potton
13304,The Golden Lion,Basingstoke
13306,The Greyhound,Overton
13312,The Kestrel,Basingstoke
13313,The King of Wessex,Basingstoke
13316,Bartons Mill,Old Basing
13317,The New Inn,Basingstoke
1332,The Coach House,Potton
13321,Old House at Home,Overton
13325,Purefoy Arms,Preston Candover
13326,The Queen Inn,Dummer
13327,The Queens Arms,Basingstoke
13328,The Red Lion,Overton
13329,Red Lion Hotel,Basingstoke
1333,The Royal Oak,Potton
13330,The Y Knot Inn,Old Basing
13331,The Royal Oak,Basingstoke
13332,The Riverdene,Basingstoke
13333,The Soldiers Return,Basingstoke
13334,The Swan,Sherborne St. John
13339,The Wheatsheaf,Basingstoke
1334,The Kings Arms,Sandy
13340,The White Hart,Overton
13341,The White Hart Inn,Basingstoke
13342,White Hart,Basingstoke
13343,The Winkle,Basingstoke
13344,The Cricketers,Kingsley
13345,The Crown Inn,Headley
13346,The Holly Bush,Headley
1335,The Thornton Arms,Everton
13350,The Royal Oak,Hollywater
1336,The Wheatsheaf,Gamlingay
13372,The Anglers,Eastleigh
13373,The Arrow,Eastleigh
13375,Toby Carvery Bishopstoke,Eastleigh
13376,Brigadier Gerrard,Horton Heath
13377,The Chamberlayne Arms,Eastleigh
13378,Cleveland Bay,Chandlers Ford
13379,New Clock Inn,Fair Oak
1338,The Admiral,Clifton
13380,Cricketers Arms,Fair Oak
13384,The Fishers Pond,Fishers Pond
13387,Fox & Hounds,Fair Oak
13389,The Good Companions,Eastleigh
1339,The Woolpack,Shefford
13390,The Grantham Arms,Eastleigh
13391,Halfway Inn,Chandlers Ford
13392,Hiltonbury Farmhouse,Chandlers Ford
13393,Spitfire,Eastleigh
13394,The Wagon Works (JD Wetherspoon),Eastleigh
13395,The King Rufus,Chandlers Ford
13398,Station,Eastleigh
134,The Ram,Bath
13400,The Monks Brook,Chandlers Ford
13401,The Queens Head,Fishers Pond
13403,Welcome Inn,Eastleigh
13405,Blue Bell,Emsworth
13406,Brookfield Hotel,Emsworth
13407,The Coal Exchange,Emsworth
13408,The Cricketers,Emsworth
13409,The Crown Hotel,Emsworth
1341,Cornerstone,Shefford
13412,The Kings Arms,Emsworth
13413,The Lord Raglan,Emsworth
13417,The Ship Inn,Emsworth
13418,The Stags Head,Westbourne
13419,The Sussex Brewery,Emsworth
1342,The Brewery Tap,Shefford
13421,The White Horse,Westbourne
13425,The Bird In Hand,Fareham
13426,The Ironmaster,Fareham
13428,The Castle In The Air,Fareham
1343,The Bridge,Shefford
13430,The Fareham,Fareham
13431,The Good Intent,Fareham
13433,Cob & Pen,Fareham
13434,The Cormorant,Portchester
13435,The Crofton,Hill Head
13436,The Crown (JD Wetherspoon),Fareham
13437,The Cuckoo Pint,Fareham
13438,Delme Arms,Fareham
1344,The Golden Lion,Clifton
13440,The Golden Bowler,Stubbington
13441,The Golden Lion,Southwick
13442,The Golden Lion,Fareham
13446,The Jolly Miller,Fareham
1345,The Railway Steamer,Shefford
13450,The Miners Arms,Funtley
13451,The Osborne View,Fareham
13454,Queens Head,Titchfield
13455,The Red Lion,Fareham
13456,The Red Lion,Southwick
13457,Red Lion,Portchester
13460,The Seagull,Portchester
13462,The Sir Joseph Paxton,Fareham
13464,The Solent Hotel,Whiteley
13465,The Travellers Rest,Newtown
13467,The Wheatsheaf Inn,Titchfield
13469,The White Horse Inn,Fareham
1347,The Sugar Loaf,Meppershall
13470,The Wicor Mill,Portchester
13477,The Station,Fleet
1348,The Black Horse,Shefford
13487,Bear Hotel,Havant
1349,The White Hart Hotel,Shefford
13497,Raven Hotel,Hook
135,The Redan Inn,Chilcompton
1350,The White Hart,Campton
13505,The Angel & Blue Pig,Lymington
13509,The Mayflower,Lymington
13510,Red Lion Hotel,Milford On Sea
13512,Drydock @ Stanwell House Hotel,Lymington
13515,The Manor at Sway,Sway
13518,The Crown Manor House Hotel,Lyndhurst
1352,The Birch,Woburn
13525,The Stag Hotel,Lyndhurst
1353,Black Horse,Woburn
13533,The Seven Stars,Petersfield
13534,The Admiral Drake,Portsmouth
13539,The Baffins,Baffins
13542,The Blue Anchor,Portsmouth
13544,The Bridge Tavern,Portsmouth
13545,The British Queen,Portsmouth
13546,The Churchillian,Widley
13547,The Clarence,Portsmouth
1355,The Woburn Hotel,Woburn
13551,The Derby Tavern,Portsmouth
13552,The Dolphin,Portsmouth
13554,The Druids Arms,Portsmouth
13555,Duke of Buckingham,Portsmouth
13556,Electric Arms,Portsmouth
13559,The Farmhouse,Baffins
1356,Drovers Arms,Steppingley
13560,The Fleet,Portsmouth
13561,The Florist,Portsmouth
13563,The Fountain Inn,Portsmouth
13564,The Froddington Arms,Portsmouth
13565,George & Dragon,Portsmouth
13566,The George Inn,Widley
13567,Golden Hind,Portsmouth
13568,The Good Companion,Portsmouth
13569,The Graham Arms,Portsmouth
1357,Flying Fox,Woburn
13570,Green Posts,Portsmouth
13573,The Harvest Home,Portsmouth
13575,Lyberry,Portsmouth
13579,The Jameson Arms,Portsmouth
1358,French Horn,Steppingley
